NumProc,Institucion,ID Institucion,Descripcion,Solicitud,Fecha
2017CD-000311-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,MANTENIMIENTO DEL PISO DEL ALMACEN GENERAL DE SUMINISTROS DEL REGISTRO NACIONAL,0062017000400012,18/09/2017
2017CD-000046-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Compra de licencias de software 2017,0062017101800004,19/10/2017
2017CD-001007-0000400001,Instituto Costarricense de Electricidad,4000042139,Servicio de balaceo de rodetes // 4974-0075-2017,0062017496000115,12/10/2017
2017LN-000010-0006100001,PATRONATO NACIONAL DE LA INFANCIA,3007042039,"ABASTECIMIENTO CONTINUO DE JUGUETES, EQUIPO TERAPÉUTICO Y LÚDICO",0062017001300229,22/08/2017
2017CD-000128-0090100001,SERVICIO FITOSANITARIO DEL ESTADO,3007521568,CAPACITACION DEL PERSONAL: CURSO DE RONDAS INTERLABORATORIALES,0062017004100032,24/03/2017
2017CD-000027-0008500001,Fondo Nacional de Becas,3007201398,Taller sobre la recomendación de adjudicación,0062017020700006,03/10/2017
2017CD-000406-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,PRODUCTOS TEXTILES VARIOS,"0062017002800305
(Total: 3)",03/08/2017
2017LA-000014-0001000001,Instituto Nacional de Seguros,4000001902,Compra de Medicamentos,0062017421000005,28/07/2017
2017CD-001006-0000400001,Instituto Costarricense de Electricidad,4000042139,Compra de ocho  computadoras portátiles y una computadora de escritorio para el Fondo de Garantías y Ahorro- 0044-0046-2017,0062017005400002,25/09/2017
2017CD-000098-0000900001,Universidad de Costa Rica,4000042149,Paneles solares,0062017080200149,09/10/2017
2017CD-000224-0006100001,PATRONATO NACIONAL DE LA INFANCIA,3007042039,CONTRATACIÓN DE SERVICIOS DE ALIMENTACIÓN Y LOGÍSTICA PARA EL CONGRESO EN MATERIA DE DERECHO DE NIÑEZ Y ADOLESCENCIA,0062017001300249,18/10/2017
2017CD-000344-0004900001,Banco Central de Costa Rica,4000004017,Inscripción en la capacitación denominada: Diseño de software con pruebas unitarias automatizadas.,0062017023000422,19/10/2017
2017CD-000031-0007500001,DIRECCION NACIONAL DE NOTARIADO,3007594808,"Adquisición de Banderas, Pabellón Nacional y Astas.",0062017000100027,04/10/2017
2017CD-001389-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Servicio de Alimentación para la capacitación Herramientas Básicas para el Desarrollo Comunal, para 60 personas",0062017023700014,03/10/2017
2017CD-001005-0000400001,Instituto Costarricense de Electricidad,4000042139,Adq. Serv. de Inst. y Suministro unidades de A./C. -Obra Laboratorio Var. Eléctricas de Colima . N° S.C. 4106-2060-2017- S.C. CON.,0062017410100032,22/09/2017
2017PI-000223-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de Aserri - Distrito Vuelta de Jorco,0062017201600427,18/10/2017
2017CD-000174-0002300005,Municipalidad de Sarapiquí,3014042098,COMPRA DE TUBOS DE ALCANTARILLA PARA SISTEMA DE DRENAJES DE AGUAS PLUVIALES EN EL CANTON,,
2017CD-000045-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Compra bloqueadores solares,0062017101700009,28/07/2017
2017CD-000091-0006900001,MINISTERIO DE JUSTICIA Y PAZ,2100042006,Adquisición de licencias GeneXus y su mantenimiento,0062017000900125,03/10/2017
2017CD-000112-0008200001,MINISTERIO DE PLANIFICACION NACIONAL Y POLITICA ECONOMICA,2100045230,Compra de productos de papel para stock en Bodega,"0062017000900143
(Total: 2)",17/10/2017
2017CD-000042-0010700001,LABORATORIO COSTARRICENSE DE METROLOGIA,3007351220,Compra de materiales de construcción,0062017000200016,13/10/2017
2017CD-001388-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Mejoras Capilla de Velación de Villa Esperanza, distrito PAvas",0062017030300398,22/09/2017
2017CD-001387-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,Compra de alimentación para CIERRE DE TALLERES SOCIEDUCATIVOS CON NIÑOS EN CECUDI DE HATILLO,0062017021000201,13/10/2017
2017LA-000010-0013600001,FIDEICOMISO 872 MS-CTAMS-BNCR,2100045254,COMPRA DE CAMIÓN MEDIANO Y MONTACARGAS,0062017000100049,20/09/2017
2017CD-000029-0013600001,FIDEICOMISO 872 MS-CTAMS-BNCR,2100045254,COMPRA INSECTICIDA LARVICIDA LIQUIDO A BASE DE BTI,0062017000100050,20/09/2017
2017CD-001386-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,SERVICIO DE ALIMENTACIÓN ACTIVIDAD PROTOCOLARIA DE LA UCCI,0062017010800454,18/10/2017
2017CD-000041-0009200001,MINISTERIO DE SALUD,2100042010,COMPRA DE MICROCOMPUTADORA PARA USUARIO FIJO Y MICROCOMPUTADORA PORTATIL.,0062017000100063,28/09/2017
2017CD-000097-0004200001,Municipalidad de Buenos Aires,3014042112,CONTRATACIÓN DE SERVICIOS PARA RECAUCHAR LLANTAS DE LA UNIDAD TÉCNICA DE GESTIÓN VIAL MUNICIPA,0062017001200064,19/10/2017
2017CD-001385-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Adquisición de Stikers acrílico, banderolas y cuadros en canva",0062017022000011,20/09/2017
2017CD-001384-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA ASCENSORES ,0062017030400056,20/09/2017
2017PI-000222-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón de Guanacaste - Distrito Bagaces, Sectores Chile Mico Pintado, Puente Quemado, Soga Bebedero",0062017201600439,18/10/2017
,Municipalidad de Grecia,3014042066,"Adquisición de material, alquiler de maquinaría y colocación de mezcla asfáltica en el distrito de Río Cuarto",0062017032100005,19/10/2017
2017CD-001383-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,USO DE INSTALACIONES DEPORTIVAS Y SERVICIO DE ALIMENTACIÓN PARA TIEMPO,0062017023000154,05/10/2017
2017CD-001382-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,JURISPRUDENCIA EN CONTRATACION ADMINISTRATIVA 2017,0062017011200046,18/10/2017
2017CD-001381-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"EJECUCION DE SENTENCIA,OTROS MODOS DE TERMINACION DEL PROCESO ",0062017011200047,18/10/2017
2017CD-001380-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,ARCHIVO DE GESTION,0062017011200045,17/10/2017
2017PI-000221-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón de Guanacaste - Distrito Bagaces, Sectores Montenegro, Agua Caliente e INA",0062017201600434,18/10/2017
2017PP-000548-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,CAMARA DE VIDEO PROFESIONAL,0062017325000496,19/10/2017
2017CD-000097-0000900001,Universidad de Costa Rica,4000042149,Compra de Unidad Cocción a gas y Campana Extractora,0062017080200089,14/08/2017
2017PI-000220-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón Osa, distrito Cortes (4 y 5)",0062017201600420,18/10/2017
2017CD-000114-0007200002,MINISTERIO DE LA PRESIDENCIA,2100042007,PARLANTE Y MICRÓFONO,0062017000300034,11/09/2017
2017PI-000219-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón de San Ramón, distrito San Rafael, Puente en Calle Arroyo, Puente Hamaca, Ruta Cantonal 2-02-017.",0062017201600417,18/10/2017
2017CD-000096-0004200001,Municipalidad de Buenos Aires,3014042112,CONTRATACIÓN DE SERVICIOS DE REPARACIÓN DEL SM 5134 DE LA UTGVM.,0062017001200062,19/10/2017
2017CD-000095-0004200001,Municipalidad de Buenos Aires,3014042112,Compra y colocación de aire acondicionado para el departamento de D.T.E.,0062017000700041,18/10/2017
2017CD-000094-0004200001,Municipalidad de Buenos Aires,3014042112,Contratación de maquinaria y equipo para labores en proyectos de caminos de la UTGVM,"0062017001200063
(Total: 2)",19/10/2017
2017CD-000036-0012600001,"PATRONATO DE CONSTRUCCIONES, INSTALACIONES Y ADQUISICION DE BIENES",2100045222,COMPRA DE EQUIPO DE COMUNICACIÓN PARA LA POBLACION MENOR DE EDAD UBICADOS EN  EL MODULO MATERNO INFANTIL DEL CAI VILMA CURLING RIVERA,0062017000100028,12/10/2017
2017CD-000093-0004200001,Municipalidad de Buenos Aires,3014042112,"Compra de Suministros de Oficina para el Departamento de Desarrollo Urbano, Municipalidad de Buenos Aires.",0062017000700023,21/09/2017
2017CD-000092-0004200001,Municipalidad de Buenos Aires,3014042112,"Compra materiales construcción con recursos de partidas especificas (La Piñera, Changuena, Guadalajara)","0062017000700034
(Total: 3)",17/10/2017
2017PI-000218-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón de Tilaran, distrito Santa Rosa, Camino Los Ángeles- La Palma.",0062017201600400,17/10/2017
2017CD-000096-0000900001,Universidad de Costa Rica,4000042149,Pantalla eléctrica con control remoto para proyección,0062017080200150,09/10/2017
2017CD-000318-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,Mantenimiento Correctivo de Aire Acondicionado,0062017002700036,10/10/2017
2017CD-000030-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,Bolsa de Horas de soporte técnico especializado de software preventivo y correctivo para el Cuerpo de Bomberos,0062017102500011,12/10/2017
2017CD-000405-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,CURSO CONTRATACIÓN ADMINISTRATIVA DESDE CERO,0062017003100159,17/10/2017
2017CD-001379-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"SERVICIO DE ALIMENTACION PARA EL PERSONAL, TIEMPO DE SENSIBILIZACIÓN Y CAPACITACIÓN",0062017023000155,05/10/2017
2017CD-001378-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,SERVICIOS PREHOSPITALARIOS FIESTAS SAN JOSE 2017-2018,0062017015100020,03/10/2017
2017PI-000217-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón Coto Brus, distrito Agua Buena, sector quebrada Bonita, ruta cantonal 6-08-077",0062017201600249,11/10/2017
2017CD-000090-0006900001,MINISTERIO DE JUSTICIA Y PAZ,2100042006,COMPRA DE MATERIALES Y DISPOSITIVOS ELÉCTRICOS PARA EL PROGRAMA ADMINISTRACIÓN PENITENCIARIA,"0062017000900115
(Total: 2)",20/09/2017
2017CD-000061-0001000001,Instituto Nacional de Seguros,4000001902,Mantenimiento Correctivo del motivo navideño en Oficinas Centrales del INS,,
2017CD-001004-0000400001,Instituto Costarricense de Electricidad,4000042139,CONCRETO PREMEZCLADO TORO II // 4960-1270-2017,0062017496000118,14/10/2017
2017PI-000216-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria para atender emergencia en el cantón Osa, distrito Palmar, quebrada Los Nuñez Tinoco río Olla 1 río La Bonita",0062017201600412,18/10/2017
2017CC-000193-0000300001,Correos de Costa Rica S.A.,3101227869,Compra e instalación de persianas para la sala de la Junta Directiva y oficina del secretario de la Junta Directiva,0062017100400010,30/08/2017
2017PI-000215-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de La Cruz - Distrito La Cruz,0062017201600319,14/10/2017
2017PI-000214-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón de Aserrí, Distrito Vuelta de Jorco",,
2017CD-000113-0008600001,CONSEJO DE TRANSPORTE PUBLICO,3007270500,Contratación de Servicio de Alquiler de Dispositivos de Posicionamiento Global y Plataforma Electrónica para el Registro de Parámetros Operativos del Servicio de Transporte de Autobús,0062017020100039,03/10/2017
2017PP-000169-0000800001,RADIOGRÁFICA COSTARRICENSE SOCIEDAD ANÓNIMA,3101009059,Sillas giratorias ergonómicas (Escasa Cuantía),0062017012800027,19/10/2017
2017LA-000035-0000500001,Municipalidad de Alajuela,3014042063,Contratación de Empresa para reforzar el manteninmiento correctivo de las redes de distribución y conducción (Reparación de fugas),0062017004100025,14/09/2017
2017CD-000209-0058700001,CONSEJO DE SEGURIDAD VIAL,3007061394,Mantenimiento y reparación de Impresoras,0062017000500047,18/09/2017
2017LA-000034-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,SERVICIO DE FUMIGACIÓN ENP,0062017000400297,22/08/2017
2017CD-001003-0000400001,Instituto Costarricense de Electricidad,4000042139,SERVICIO DE ENTRENAMIENTO DE VOCEROS Y DESTREZAS DE EXPOSICIÓN PUBLICA ( 0325-0074-2017),0062017032500002,13/10/2017
2017CD-000173-0015600001,JUNTA DE PROTECCION SOCIAL,3007045617,Copmpra de ADF (Bandeja) para impresora Lexmark,0062017180300271,03/10/2017
2017CD-001377-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Servicio de reparación del activo 39959, Pedido #46093  OT #46733",0062017021800224,13/09/2017
2017PP-000547-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,Herramienta de compresion y corte de redes,0062017325200065,19/10/2017
2017CD-000235-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Servicio de animación digital para el anuncio y cortinas para la campaña de niños 2017,0062017003100094,11/10/2017
2017CD-000234-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Serie web audiovisual para campaña de niños,0062017003100095,11/10/2017
2017CD-000003-0015700001,BANCO DE COSTA RICA,4000000019,Suministro e instalación de repuestos para el elevador en el Centro de Negocios La Uruca,0062017052300002,13/10/2017
2017CD-000237-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,PANTALLA DE TELEVISIÓN 43,0062017000400403,04/10/2017
2017LA-000001-0016600012,MUNICIPALIDAD DE SARCHI,3014042078,ADQUISICIÓN E INSTALACIÓN DE UN SISTEMA INTEGRAL PARA LA GESTIÓN MUNICIPAL QUE INCLUYA INGRESOS Y EGRESOS,0062017001100001,06/09/2017
2017CD-000144-0000100001,Banco Nacional de Costa Rica,4000001021,PATROCINIO EXPOTEC,0062017434100229,18/10/2017
2017CD-000236-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,Alquiler de expediente medico digital,0062017000400290,16/08/2017
2017CD-000233-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Servicio de publicidad digital para campaña antitabaco,0062017003100096,12/10/2017
2017PI-000213-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de La Cruz - Distrito Santa Elena,0062017201600317,14/10/2017
2017PI-000212-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón Coto Brus, distrito Pittier, sector Santa María, ruta cantonal N°6-08-184",0062017201600248,11/10/2017
2017CD-000317-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,COMPRA DE CIELO SUSPENDIDO PARA OFICINAS DGAC.,0062017001300095,29/09/2017
2017CD-000172-0015600001,JUNTA DE PROTECCION SOCIAL,3007045617,Compra de 10 estañones para recolección de desechos del Departamento de Producción.,0062017180300246,19/09/2017
2017LA-000011-0009100001,Ministerio de Hacienda,2100042005,Mantenimiento preventivo y correctivo de ascensores,0062017000100052,05/06/2017
2017CD-000095-0000900001,Universidad de Costa Rica,4000042149,Compra de Vehículo Eléctrico,0062017080200137,03/10/2017
2017CD-001376-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Servicio de reparación de motosierras HU327P5X, HU445 y HU357XP, casa representante Vedova & Obando",0062017020500275,18/10/2017
2017CD-000062-0015800001,INSTITUTO NACIONAL DE LAS MUJERES,3007075876,COMPRA DE PAPEL Y GAFETES PARA USO INSTITUCIONAL,0062017002200008,23/06/2017
2017CD-000059-0006000001,Consejo Nacional de Vialidad,3007231686,"Adquisición, instalación puesta en funcionamiento de un aire acondicionado.",0062017300600012,04/08/2017
2017PP-000168-0000800001,RADIOGRÁFICA COSTARRICENSE SOCIEDAD ANÓNIMA,3101009059,Servicio de limpieza para el Centro de Datos del Banco Popular (Escasa Cuantía),0062017013200026,13/10/2017
2017CD-000223-0006100001,PATRONATO NACIONAL DE LA INFANCIA,3007042039,"Contratación de Servicios de Alimentación, Logística y Actividades Protocolarias para el Proyecto Ferias de Primera Infancia",0062017001300251,19/10/2017
2017CD-001002-0000400001,Instituto Costarricense de Electricidad,4000042139,Servicio de Capacitación y Certificación de Fundamentos de ITILv3. (6090-0014-2017),0062017609000030,04/10/2017
2017CD-000044-0008700001,Junta Administrativa de la Dirección General de Migración y Extranjería,3007459778,Adquisición de Licencias,0062017001100036,13/09/2017
2017LA-000047-0058700001,CONSEJO DE SEGURIDAD VIAL,3007061394,"REALIZACIÓN DE UN ESTUDIO TIPO OBSERVACIONAL PARA LA MEDICIÓN DE DISPOSITIVOS DE SEGURIDAD PASIVA: CASCO, CINTURÓN, VESTIMENTA Y FACTORES DISTRACTORES",0062017001000022,27/07/2017
2017PI-000211-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alq. de maquinaria para el cantón Buenos Aires, distrito Potrero Grande",0062017201600247,11/10/2017
2017CD-000112-0008600001,CONSEJO DE TRANSPORTE PUBLICO,3007270500,CONTRATACION DIRECTA PARA LA ADQUISICIÓN DE UN SISTEMA DE POSICIONAMIENTO GLOBAL Y SISTEMA DE GRABACIÓN DE VIDEO PARA EL LEVANTAMIENTO DE INFORMACIÓN PARA LA DIRECCIÓN TÉCNICA DEL CTP,0062017040100003,19/09/2017
2017CD-000080-0009100001,Ministerio de Hacienda,2100042005,Servicio de reparación de vehículos,"0062017001400026
(Total: 2)",19/06/2017
2017CD-001001-0000400001,Instituto Costarricense de Electricidad,4000042139,Cable de Cobre Desnudo 4/0 2210-0004-2017,0062017220100013,13/09/2017
2017CD-000111-0008200001,MINISTERIO DE PLANIFICACION NACIONAL Y POLITICA ECONOMICA,2100045230,COMPRA DE UNIFORMES MEDICOS PARA LA UNIDAD DE SERVICIOS MEDICOS,0062017000900144,17/10/2017
2017CD-000404-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,CAPACITACIÓN Y DESARROLLO DEL TALENTO HUMANO POR COMPETENCIAS (CURSO VIRTUAL ).,0062017003100147,10/10/2017
,INSTITUTO COSTARRICENSE DEL DEPORTE Y LA RECREACION,3007227851,Compra de Equipo Recreativo,0062017002400002,19/10/2017
2017PP-000546-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,UPS PARA INSTALAR EN RACK DE 1 KVA,0062017325000492,17/10/2017
2017PP-000545-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,HIDROLAVADORA CON MOTOR A GASOLINA,0062017325000488,13/10/2017
2017PP-000544-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,MUEBLES ESPECIALES TIPO ARMARIO,0062017325000481,12/10/2017
2017CD-000316-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,ADQUISICIÓN DE PIZARRAS DE VIDRIO,0062017001800148,09/10/2017
2017CD-000218-0014700001,CONSEJO NACIONAL DE PERSONAS CON DISCAPACIDAD,3007701595,“COMPRA DE RELOJ MARCADOR MULTIFUNCIONAL FECHADOR PARA DOCUMENTOS”,0062017002400231,17/10/2017
2017CD-000217-0014700001,CONSEJO NACIONAL DE PERSONAS CON DISCAPACIDAD,3007701595,Mantenimiento preventivo y correctivo de equipo computo,0062017002400169,10/07/2017
2017PP-000543-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,SERVICIO DE LIMPIEZA DE LINEAS (CORTA RAMA EN TENDIDO ELECTRICO),,
2017CD-000114-0007800001,MINISTERIO DE AGRICULTURA Y GANADERIA,2100042000,Insumos agrícolas de acuerdo al plan de inversión 235-07-2017,0062017000300122,10/10/2017
2017PP-000542-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,CORTACIRCUITO CONVENCIONAL,0062017325000493,17/10/2017
2017CD-000069-0008800001,INSTITUTO COSTARRICENSE SOBRE DROGAS,3007324429,Adquisición de computadoras de escritorio.,0062017001200007,12/10/2017
2017CD-000315-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,ADQUISICIÓN DE MATERIALES DE OFICINA PARA LA UNIDAD DE INFRAESTRUCTURA,"0062017002700029
(Total: 3)",26/09/2017
2017CD-000068-0008800001,INSTITUTO COSTARRICENSE SOBRE DROGAS,3007324429,Compra de computadoras de escritorio.,0062017001200008,12/10/2017
2017PI-000210-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de santa Cruz distrito 27 de abril,0062017201600315,14/10/2017
2017CD-000067-0008800001,INSTITUTO COSTARRICENSE SOBRE DROGAS,3007324429,Adquisición de computadoras de escritorio y módulos de memoria RAM,0062017001200006,12/10/2017
2017LA-000011-0012700001,DIRECCION NACIONAL DE CEN-CINAI,3007610100,COMPRA DE TINTAS Y TONER,0062017000200019,10/10/2017
2017PP-000541-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,COMPRA DE ELEVADOR AUTOMOTICES DE DOS COLUMNAS,0062017325000491,13/10/2017
2017CD-000232-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Material impreso para apoyar el consurso Deje y Gane 2018,0062017003100093,05/10/2017
2017CD-000072-0007400001,INSTITUTO COSTARRICENSE DE INVESTIGACION Y ENSEÑANZA EN NUTRICION Y SALUD,3007045313,CREACIÓN Y DESARROLLO DE SISTEMA A LA MEDIDA CNR QC,,
2017CD-000231-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Compra de Papel Higiénico (SG),0062017003000036,12/10/2017
2017CD-001375-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Servico de reparación activo #8069, Pedido #46458, OT #47616",0062017021800329,13/10/2017
2017LA-000007-0008800001,INSTITUTO COSTARRICENSE SOBRE DROGAS,3007324429,"DISEÑO, CONSTRUCCIÓN CERRAMIENTO PERIMETRAL Y OTROS",0062017000700011,23/08/2017
2017CD-000143-0000100001,Banco Nacional de Costa Rica,4000001021,"COMPRA E INSTALACIÓN DE OCHO (8) TARJETAS TELEFONICAS SGDLR3, CUATRO (4) DISPOSITIVOS NETWORK USB, Y UN (1) PORT SERVER 4 PUERTOS RS232 TCP/IP",0062017913700004,04/10/2017
2017CD-000097-0008100001,"Ministerio de Economía, Industria y Comercio",2100042003,Solicitud de Pedido Contratación de Servicios de Laboratorio para Análisis de Composición de Productos Alimenticios,0062017021800007,26/09/2017
2017PI-000209-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de Santa Ana - Distrito de Salitral,0062017201600245,10/10/2017
2017CD-000194-0000500001,Municipalidad de Alajuela,3014042063,Compra de uniformes para el personal de Policía Municipal y Control Vial,0062017000900001,30/01/2017
2017PI-000208-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de Nandayure - Distritos Bejuco,0062017201600122,06/10/2017
2017LA-000014-0007400001,INSTITUTO COSTARRICENSE DE INVESTIGACION Y ENSEÑANZA EN NUTRICION Y SALUD,3007045313,CREACIÓN Y DESARROLLO DE SISTEMA A LA MEDIDA CNR QC,,
2017LA-000026-0007300001,MINISTERIO DE EDUCACION PUBLICA,2100042002,Servicios Ingeniería 3 Zonas Indígenas,0062017000200159,17/05/2017
2017CD-000230-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Contratación del programa: “Técnico en Liderazgo Gerencial”,0062017002800059,11/10/2017
2017CD-000161-0010200001,TEATRO POPULAR MELICO SALAZAR,3007075681,Servicio de alimentación tipo catering para estreno de la obra “El enfermo imaginario” de Molière,0062017000200076,11/10/2017
2017LA-000030-0090100001,SERVICIO FITOSANITARIO DEL ESTADO,3007521568,Suministro e Instalación de Aire Acondicionado,0062017004100047,26/09/2017
2017CD-000059-0009500001,MUSEO NACIONAL DE COSTA RICA,3007075500,Contratación de Servicio de Empastes de Documentos,0062017000100037,10/08/2017
2017CD-000096-0008100001,"Ministerio de Economía, Industria y Comercio",2100042003,SERVICIO DE AGENCIA DE VIAJE TIQUETE AEREO,0062017022300019,13/10/2017
2017LN-000002-0010200001,TEATRO POPULAR MELICO SALAZAR,3007075681,Servicio de vigilancia,"0062017000400018
(Total: 2)",03/08/2017
,Banco Nacional de Costa Rica,4000001021,Patrocinio Festival Navideño Nandayure 2017,0062017434100230,19/10/2017
2017CD-000235-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,Alquileres 68 Aniversario Fuerza Pública_09003,0062017000400409,10/10/2017
2017LA-000016-0014900001,SUPERINTENDENCIA DE TELECOMUNICACIONES,3007566209,CONTRATACIÓN DE SERVICIOS PROFESIONALES PARA LA FORMULACIÓN E IMPLEMENTACIÓN DEL PLAN ESTRATÉGICO EN DOCUMENTACIÓN E INFORMACIÓN (P.E.D.I) 2018-2022 PARA LA SUTEL,0062017710000054,13/09/2017
2017CD-000014-0016600012,MUNICIPALIDAD DE SARCHI,3014042078,Compra de brochures y etiquetas adhesivas para la Recolección de Residuos Valorizables,0062017001300001,19/09/2017
2017CD-000066-0008800001,INSTITUTO COSTARRICENSE SOBRE DROGAS,3007324429,Compra de plástico industrial para paletizar o embalar,0062017000700020,13/10/2017
2017CD-000110-0008200001,MINISTERIO DE PLANIFICACION NACIONAL Y POLITICA ECONOMICA,2100045230,ADQUISICION DE LICENCIA PREZI SILVER PACKAGE,0062017000900141,17/10/2017
2017CD-000018-0015200001,CONSEJO SUPERIOR DE EDUCACIÓN,3007208816,Compra de útiles y materiales de oficina,0062017000100022,18/10/2017
2017PI-000207-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de Upala - Distrito Bijagua,0062017201600119,06/10/2017
